Vendor ID,Vendor Zip Code,Vendor Suburb,Vendor State,Vendor Region
346552,2380,EMERALD HILL,NSW,Eastern
9996,5713,EMEROO,SA,Central
147828,2770,EMERTON,NSW,Eastern
151512,7255,EMITA,TAS,Southern
151528,2371,EMMAVILLE,NSW,Eastern
6492,2257,EMPIRE BAY,NSW,Eastern
145568,3475,EMU,VIC,Southern
151400,5223,EMU BAY,SA,Central
145568,3551,EMU CREEK,VIC,Southern
147968,5381,EMU DOWNS,SA,Central
147968,5453,EMU FLAT,SA,Central
9172,2650,GALORE,NSW,Eastern
28552,2159,GALSTON,NSW,Eastern
9996,5732,GAMMON RANGES,SA,Central
11836,2790,GANBENANG,NSW,Eastern
149488,2422,GANGAT,NSW,Eastern
9172,2702,GANMAIN,NSW,Eastern
148300,3568,GANNAWARRA,VIC,Southern
57800,6714,GAP RIDGE,WA,Western
23160,3737,GAPSTED,VIC,Southern
32704,880,GAPUWIYAK,NT,Central
150524,3207,GARDEN CITY,VIC,Southern
151392,6168,GARDEN ISLAND,WA,Western
57844,7112,GARDEN ISLAND CREEK,TAS,Southern
149528,2289,GARDEN SUBURB,NSW,Eastern
146588,3185,GARDENVALE,VIC,Southern
57844,7112,GARDNERS BAY,TAS,Southern
146012,2871,GAREMA,NSW,Eastern
204792,3814,GARFIELD,VIC,Southern
204792,3814,GARFIELD NORTH,VIC,Southern
17316,3352,GARIBALDI,VIC,Southern
149836,2797,GARLAND,NSW,Eastern
11188,3909,KALIMNA WEST,VIC,Southern
6256,872,KALKA,SA,Central
146540,3064,KALKALLO,VIC,Southern
151516,852,KALKARINDJI,NT,Central
14444,5440,KALKAROO,SA,Central
148960,3401,KALKEE,VIC,Southern
149372,2627,KALKITE,NSW,Eastern
145952,6025,KALLAROO,WA,Western
148716,3791,KALLISTA,VIC,Southern
147968,5550,KALLORA,SA,Central
216352,6280,KALOORUP,WA,Western
2236,3766,KALORAMA,VIC,Southern
148300,3529,KALPIENUNG,VIC,Southern
6256,872,KALTJITI,SA,Central
6256,872,KALTUKATJARA,NT,Central
5196,6740,KALUMBURU,WA,Western
3060,2665,KAMARAH,NSW,Eastern
145568,3570,KAMAROOKA,VIC,Southern
145568,3571,KAMAROOKA NORTH,VIC,Southern
149992,2902,KAMBAH,ACT,Eastern
149992,2902,KAMBAH VILLAGE,ACT,Eastern
24856,6442,KAMBALDA EAST,WA,Western
24856,6442,KAMBALDA WEST,WA,Western
151412,2550,KAMERUKA,NSW,Eastern
151512,7260,KAMONA,TAS,Southern
148960,3401,KANAGULK,VIC,Southern
147708,2530,KANAHOOKA,NSW,Eastern
149836,2787,KANANGRA,NSW,Eastern
26872,3691,KANCOONA,VIC,Southern
36356,2848,KANDOS,NSW,Eastern
145288,2576,KANGALOON,NSW,Eastern
4284,5157,KANGARILLA,SA,Central
145568,3555,KANGAROO FLAT,VIC,Southern
147572,5118,KANGAROO FLAT,SA,Central
150524,3097,KANGAROO GROUND,VIC,Southern
4240,6255,KANGAROO GULLY,WA,Western
151400,5222,KANGAROO HEAD,SA,Central
17404,5280,KANGAROO INN,SA,Central
35236,2224,KANGAROO POINT,NSW,Eastern
34544,2577,KANGAROO VALLEY,NSW,Eastern
29288,2800,KANGAROOBIE,NSW,Eastern
11336,2582,KANGIARA,NSW,Eastern
6492,2258,KANGY ANGY,NSW,Eastern
11836,2790,KANIMBLA,NSW,Eastern
0,3419,KANIVA,VIC,Southern
25900,5252,KANMANTOO,SA,Central
9540,5330,KANNI,SA,Central
151412,2550,KANOONA,NSW,Eastern
24856,6431,KANOWNA,WA,Western
6256,872,KANPI,SA,Central
149424,3719,KANUMBRA,VIC,Southern
6492,2259,KANWAL,NSW,Eastern
148960,3387,KANYA,VIC,Southern
9996,5434,KANYAKA,SA,Central
149624,3564,KANYAPELLA,VIC,Southern
57844,7150,KAOOTA,TAS,Southern
147840,5632,KAPINNIE,SA,Central
9172,2661,KAPOOKA,NSW,Eastern
147840,5670,KAPPAWANTA,SA,Central
36268,5373,KAPUNDA,SA,Central
18684,2390,KAPUTAR,NSW,Eastern
149488,2429,KARAAK FLAT,NSW,Eastern
149992,2620,KARABAR,NSW,Eastern
20968,3294,KARABEAL,VIC,Southern
145952,6044,KARAKIN,WA,Western
27328,6642,KARALUNDI,WA,Western
147368,812,KARAMA,NT,Central
147368,813,KARAMA,NT,Central
20364,2450,KARANGI,NSW,Eastern
24856,6431,EMU FLAT,WA,Western
12560,7320,EMU HEIGHTS,TAS,Southern
144488,2750,EMU HEIGHTS,NSW,Eastern
144488,2750,EMU PLAINS,NSW,Eastern
149208,6330,EMU POINT,WA,Western
29288,2800,EMU SWAMP,NSW,Eastern
151516,850,EMUNGALAN,NT,Central
151400,5211,ENCOUNTER BAY,SA,Central
204792,3802,ENDEAVOUR HILLS,VIC,Southern
26460,2622,ENDRICK,NSW,Eastern
204896,6518,ENEABBA,WA,Western
151676,2136,ENFIELD,NSW,Eastern
9996,5717,HILTABA,SA,Central
4284,5033,HILTON,SA,Central
151392,6163,HILTON,WA,Western
4284,5033,HILTON PLAZA,SA,Central
32440,2168,HINCHINBROOK,NSW,Eastern
147840,5603,HINCKS,SA,Central
4284,5007,HINDMARSH,SA,Central
150380,6462,HINDMARSH,WA,Western
151400,5214,HINDMARSH ISLAND,SA,Central
151400,5202,HINDMARSH TIERS,SA,Central
151400,5211,HINDMARSH VALLEY,SA,Central
150380,6413,HINES HILL,WA,Western
11188,3898,HINNOMUNJIE,VIC,Southern
176,2321,HINTON,NSW,Eastern
216352,6280,HITHERGREEN,WA,Western
34544,2540,HMAS ALBATROSS,NSW,Eastern
149104,3920,HMAS CERBERUS,VIC,Southern
34544,2540,HMAS CRESWELL,NSW,Eastern
26460,2600,HMAS HARMAN,ACT,Eastern
29052,2091,HMAS PENGUIN,NSW,Eastern
149088,2060,HMAS PLATYPUS,NSW,Eastern
149700,2027,HMAS RUSHCUTTERS,NSW,Eastern
149088,2060,HMAS WATERHEN,NSW,Eastern
149700,2030,HMAS WATSON,NSW,Eastern
57844,7001,HOBART,TAS,Southern
57844,7000,HOBART,TAS,Southern
147652,2753,HOBARTVILLE,NSW,Eastern
149836,2795,HOBBYS YARDS,NSW,Eastern
145952,6065,HOCKING,WA,Western
148024,3139,HODDLES CREEK,VIC,Southern
150380,6566,HODDYS WELL,WA,Western
3796,6220,HOFFMAN,WA,Western
26872,2644,HOLBROOK,NSW,Southern
9996,5088,HOLDEN HILL,SA,Central
26460,2611,HOLDER,ACT,Eastern
9540,5330,HOLDER,SA,Central
9540,5330,HOLDER SIDING,SA,Central
6492,2250,HOLGATE,NSW,Eastern
4152,3862,HOLLANDS LANDING,VIC,Southern
150380,6426,HOLLETON,WA,Western
33572,2446,HOLLISDALE,NSW,Eastern
57844,7140,HOLLOW TREE,TAS,Southern
148808,2328,HOLLYDEEN,NSW,Eastern
147368,812,HOLMES,NT,Central
151672,3148,HOLMESGLEN,VIC,Southern
149528,2286,HOLMESVILLE,NSW,Eastern
27328,6522,HOLMWOOD,WA,Western
14444,5432,HOLOWILIENA,SA,Central
14444,5432,HOLOWILIENA SOUTH,SA,Central
1132,2142,HOLROYD,NSW,Eastern
32440,2173,HOLSWORTHY,NSW,Eastern
26460,2615,HOLT,ACT,Eastern
146008,6355,HOLT ROCK,WA,Western
149372,2631,HOLTS FLAT,NSW,Eastern
147368,829,HOLTZE,NT,Central
151512,7275,HOLWELL,TAS,Southern
204748,6213,HOLYOAKE,WA,Western
151392,6799,HOME ISLAND COCOS (KEELING) ISLANDS,WA,Western
36356,2850,HOME RULE,NSW,Eastern
27004,2140,HOMEBUSH,NSW,Eastern
145568,3465,HOMEBUSH,VIC,Southern
27004,2140,HOMEBUSH SOUTH,NSW,Eastern
27004,2140,HOMEBUSH WEST,NSW,Eastern
0,3304,HOMERTON,VIC,Southern
147720,3717,HOMEWOOD,VIC,Southern
17272,2825,HONEYBUGLE,NSW,Eastern
57844,7017,HONEYWOOD,TAS,Southern
144388,5576,HONITON,SA,Central
4284,5172,HOPE FOREST,SA,Central
147968,5555,HOPE GAP,SA,Central
9996,5090,HOPE VALLEY,SA,Central
151392,6165,HOPE VALLEY,WA,Western
26872,2646,HOPEFIELD,NSW,Southern
149840,6125,HOPELAND,WA,Western
5344,3396,HOPETOUN,VIC,Southern
147836,6348,HOPETOUN,WA,Western
146588,3162,HOPETOUN GARDENS,VIC,Southern
11924,3340,HOPETOUN PARK,VIC,Southern
147792,3029,HOPPERS CROSSING,VIC,Southern
150272,3238,HORDERN VALE,VIC,Southern
149624,3567,HORFIELD,VIC,Southern
32440,2171,HORNINGSEA PARK,NSW,Eastern
150456,1630,HORNSBY,NSW,Eastern
150456,2077,HORNSBY,NSW,Eastern
150456,2077,HORNSBY HEIGHTS,NSW,Eastern
150456,1635,HORNSBY WESTFIELD,NSW,Eastern
14444,5491,HORNSDALE,SA,Central
27328,6535,HORROCKS,WA,Western
147768,3319,BENAYEO,VIC,Central
147968,5453,BENBOURNIE,SA,Central
150380,6477,BENCUBBIN,WA,Western
150524,3097,BEND OF ISLANDS,VIC,Southern
14444,5440,BENDA,SA,Central
34544,2539,BENDALONG,NSW,Eastern
151528,2355,BENDEMEER,NSW,Eastern
8452,2803,BENDICK MURRELL,NSW,Eastern
145568,3552,BENDIGO,VIC,Southern
145568,3550,BENDIGO,VIC,Southern
145568,3554,BENDIGO DC,VIC,Southern
145568,3551,BENDIGO FORWARD,VIC,Southern
145568,3550,BENDIGO SOUTH,VIC,Southern
11188,3888,BENDOC,VIC,Southern
176,2420,BENDOLBA,NSW,Eastern
57844,7140,KARANJA,TAS,Southern
151400,5223,KARATTA,SA,Central
23896,6152,KARAWARA,WA,Western
31216,5654,KARCULTABY,SA,Central
150676,3951,KARDELLA,VIC,Southern
150676,3950,KARDELLA SOUTH,VIC,Southern
151392,6163,KARDINYA,WA,Western
35236,2232,KAREELA,NSW,Eastern
150272,3260,KARIAH,VIC,Southern
57800,6751,KARIJINI,WA,Western
10468,3199,KARINGAL,VIC,Southern
10468,3199,KARINGAL CENTRE,VIC,Southern
6492,2250,KARIONG,NSW,Eastern
147840,5632,KARKOO,SA,Central
146008,6358,KARLGARIN,WA,Western
24856,6430,KARLKURLA,WA,Western
150380,6479,KARLONING,WA,Western
27328,6530,KARLOO,WA,Western
148960,3401,KARNAK,VIC,Southern
204748,6176,KARNUP,WA,Western
151512,7267,KAROOLA,TAS,Southern
148388,5307,KAROONDA,SA,Central
149840,6111,KARRAGULLEN,WA,Western
150268,6010,KARRAKATTA,WA,Western
149840,6122,KARRAKUP,WA,Western
24856,6429,KARRAMINDIE,WA,Western
20968,3379,BORNES HILL,VIC,Southern
149208,6330,BORNHOLM,WA,Western
26460,2622,BORO,NSW,Eastern
148716,3155,BORONIA,VIC,Southern
149088,2111,BORONIA PARK,NSW,Eastern
148388,5309,BORRIKA,SA,Central
151516,854,BORROLOOLA,NT,Central
145568,3518,BORUNG,VIC,Southern
146008,6394,BOSCABEL,WA,Western
19376,2176,BOSSLEY PARK,NSW,Eastern
20364,2453,BOSTOBRICK,NSW,Eastern
150272,3260,BOSTOCKS CREEK,VIC,Southern
147840,5607,BOSTON,SA,Central
9996,5720,BOSWORTH,SA,Central
10468,3977,BOTANIC RIDGE,VIC,Southern
149700,1455,BOTANY,NSW,Eastern
149700,2019,BOTANY,NSW,Eastern
57844,7030,BOTHWELL,TAS,Southern
36356,2850,BOTOBOLAR,NSW,Eastern
6492,2251,BOUDDI,NSW,Eastern
24856,6432,BOULDER,WA,Western
146008,6312,BOUNDAIN,WA,Western
148300,3599,BOUNDARY BEND,VIC,Southern
146912,2828,BOURBAH,NSW,Eastern
0,2840,BOURKE,NSW,Eastern
9172,2650,BOURKELANDS,NSW,Eastern
151412,2548,BOURNDA,NSW,Eastern
29288,2868,BOURNEWOOD,NSW,Eastern
204748,6211,BOUVARD,WA,Western
216352,6280,BOVELL,WA,Western
16816,2566,BOW BOWING,NSW,Eastern
149208,6333,BOW BRIDGE,WA,Western
29288,2864,BOWAN PARK,NSW,Eastern
9996,5007,BOWDEN,SA,Central
3796,6225,BOWELLING,WA,Western
147652,2753,BOWEN MOUNTAIN,NSW,Eastern
11836,2790,BOWENFELS,NSW,Eastern
145568,3465,BOWENVALE,VIC,Southern
36268,5374,BOWER,SA,Central
27328,6535,BOWES,WA,Western
23160,3675,BOWEYA,VIC,Southern
23160,3675,BOWEYA NORTH,VIC,Southern
27328,6623,BOWGADA,WA,Western
148388,5238,BOWHILL,SA,Central
147968,5461,BOWILLIA,SA,Central
151528,2340,BOWLING ALLEY POINT,NSW,Eastern
149488,2422,BOWMAN,NSW,Eastern
149488,2422,BOWMAN FARM,NSW,Eastern
147968,5550,BOWMANS,SA,Central
8820,2330,BOWMANS CREEK,NSW,Eastern
23160,3735,BOWMANS FOREST,VIC,Southern
26872,2644,BOWNA,NSW,Southern
11336,2582,BOWNING,NSW,Eastern
145288,2576,BOWRAL,NSW,Eastern
20364,2449,BOWRAVILLE,NSW,Eastern
23160,3678,BOWSER,VIC,Southern
6492,2257,BOX HEAD,NSW,Eastern
147652,2765,BOX HILL,NSW,Eastern
216632,3128,BOX HILL,VIC,Southern
216632,3128,BOX HILL CENTRAL,VIC,Southern
216632,3129,BOX HILL NORTH,VIC,Southern
216632,3128,BOX HILL SOUTH,VIC,Southern
346552,2357,BOX RIDGE,NSW,Eastern
148408,2580,BOXERS CREEK,NSW,Eastern
149424,3725,BOXWOOD,VIC,Southern
149208,6338,BOXWOOD HILL,WA,Western
149848,6056,BOYA,WA,Western
3796,6237,BOYANUP,WA,Western
147836,6450,BOYATUP,WA,Western
0,2551,BOYDTOWN,NSW,Eastern
57844,7140,BOYER,TAS,Southern
146008,6316,BOYERINE,WA,Western
4240,6244,BOYUP BROOK,WA,Western
149848,6055,BRABHAM,WA,Western
29288,2800,BORENORE,NSW,Eastern
151512,7302,BRACKNELL,TAS,Southern
16816,2560,BRADBURY,NSW,Eastern
25900,5153,BRADBURY,SA,Central
26460,2612,BRADDON,ACT,Eastern
145568,3463,BRADFORD,VIC,Southern
151516,852,BRADSHAW,NT,Central
17316,3361,BRADVALE,VIC,Southern
147968,5381,BRADY CREEK,SA,Central
57844,7140,BRADYS LAKE,TAS,Southern
5020,2339,BRAEFIELD,NSW,Eastern
145288,2575,BRAEMAR,NSW,Eastern
149372,2628,BRAEMAR BAY,NSW,Eastern
146588,3195,BRAESIDE,VIC,Southern
147572,5109,BRAHMA LODGE,SA,Central
26460,2622,BENDOURA,NSW,Eastern
3060,2680,BENEREMBAH,NSW,Eastern
148808,2333,BENGALLA,NSW,Eastern
3796,6223,BENGER,WA,Western
4152,3875,BENGWORDEN,VIC,Southern
4784,6463,BENJABERRING,WA,Western
148300,3579,BENJEROOP,VIC,Southern
4240,6255,BENJINUP,WA,Western
149788,3435,BENLOCH,VIC,Southern
205160,6063,BENNETT SPRINGS,WA,Western
148112,2290,BENNETTS GREEN,NSW,Eastern
150524,3125,BENNETTSWOOD,VIC,Southern
4152,3960,BENNISON,VIC,Southern
148744,2818,BENOLONG,NSW,Eastern
6492,2251,BENSVILLE,NSW,Eastern
146588,3204,BENTLEIGH,VIC,Southern
146588,3165,BENTLEIGH EAST,VIC,Southern
23896,6102,BENTLEY,WA,Western
23896,6982,BENTLEY,WA,Western
23896,6102,BENTLEY DC,WA,Western
23896,6983,BENTLEY DC,WA,Western
23896,6102,BENTLEY SOUTH,WA,Western
150272,3235,BENWERRIN,VIC,Southern
27004,2141,BERALA,NSW,Eastern
144488,2758,BERAMBING,NSW,Eastern
11924,3342,BEREMBOKE,VIC,Southern
176,2322,BERESFIELD,NSW,Eastern
27328,6530,BERESFORD,WA,Western
150572,2537,BERGALIA,NSW,Eastern
147708,2506,BERKELEY,NSW,Eastern
6492,2261,BERKELEY VALE,NSW,Eastern
147652,2765,BERKSHIRE PARK,NSW,Eastern
204896,6510,BERKSHIRE VALLEY,WA,Western
26460,2622,BERLANG,NSW,Eastern
151412,2546,BERMAGUI,NSW,Eastern
148044,6701,BERNIER ISLAND,WA,Western
150456,2081,BEROWRA,NSW,Eastern
150456,2082,BEROWRA CREEK,NSW,Eastern
150456,2082,BEROWRA HEIGHTS,NSW,Eastern
150456,2082,BEROWRA WATERS,NSW,Eastern
151412,2548,BERRAMBOOL,NSW,Eastern
34544,2540,BERRARA,NSW,Eastern
11336,2582,BERREMANGRA,NSW,Eastern
145488,5343,BERRI,SA,Central
149488,2422,BERRICO,NSW,Eastern
149372,2628,BERRIDALE,NSW,Eastern
57844,7011,BERRIEDALE,TAS,Southern
18684,2390,BERRIGAL,NSW,Eastern
140272,2712,BERRIGAN,NSW,Southern
28552,2159,BERRILEE,NSW,Eastern
145288,2577,BERRIMA,NSW,Eastern
147368,828,BERRIMAH,NT,Central
145568,3518,BERRIMAL,VIC,Southern
17316,3351,BERRINGA,VIC,Southern
26872,3691,BERRINGAMA,VIC,Southern
34544,2539,BERRINGER LAKE,NSW,Eastern
148300,3531,BERRIWILLOCK,VIC,Southern
34544,2535,BERRY,NSW,Eastern
9172,2701,BERRY JERRY,NSW,Eastern
34544,2535,BERRY MOUNTAIN,NSW,Eastern
176,2321,BERRY PARK,NSW,Eastern
147368,838,BERRY SPRINGS,NT,Central
150272,3323,BERRYBANK,VIC,Southern
150676,3953,BERRYS CREEK,VIC,Southern
8452,2594,BERTHONG,NSW,Eastern
151392,6167,BERTRAM,WA,Western
204792,3806,BERWICK,VIC,Southern
36356,2852,BERYL,NSW,Eastern
20968,3304,BESSIEBELLE,VIC,Southern
151516,852,BESWICK,NT,Central
151516,852,BESWICK CREEK,NT,Central
145568,3472,BET BET,VIC,Southern
11188,3888,BETE BOLONG,VIC,Southern
11188,3888,BETE BOLONG NORTH,VIC,Southern
26872,3691,BETHANGA,VIC,Southern
36268,5352,BETHANY,SA,Central
36268,5373,BETHEL,SA,Central
147260,2590,BETHUNGRA,NSW,Eastern
145568,3472,BETLEY,VIC,Southern
12560,7306,BEULAH,TAS,Southern
5344,3395,BEULAH,VIC,Southern
4284,5067,BEULAH PARK,SA,Central
148408,2581,BEVENDALE,NSW,Eastern
148300,3590,BEVERFORD,VIC,Southern
147720,3753,BEVERIDGE,VIC,Southern
4284,5009,BEVERLEY,SA,Central
150380,6304,BEVERLEY,WA,Western
35236,2217,BEVERLEY PARK,NSW,Eastern
147608,2209,BEVERLY HILLS,NSW,Eastern
34544,2540,BEWONG,NSW,Eastern
35236,2207,BEXLEY,NSW,Eastern
20968,3379,CHATSWORTH,VIC,Southern
6492,2083,CHEERO POINT,NSW,Eastern
21188,3196,CHELSEA,VIC,Southern
21188,3196,CHELSEA HEIGHTS,VIC,Southern
28552,2119,CHELTENHAM,NSW,Eastern
4284,5014,CHELTENHAM,SA,Central
146588,3192,CHELTENHAM,VIC,Southern
146588,3192,CHELTENHAM EAST,VIC,Southern
17316,3351,CHEPSTOWE,VIC,Southern
149788,3434,CHEROKEE,VIC,Southern
31348,5157,CHERRY GARDENS,SA,Central
151528,2360,CHERRY TREE HILL,NSW,Eastern
146008,6395,CHERRY TREE POOL,WA,Western
28552,2126,CHERRYBROOK,NSW,Eastern
148960,3401,CHERRYPOOL,VIC,Southern
9996,5134,CHERRYVILLE,SA,Central
23160,3678,CHESHUNT,VIC,Southern
23160,3678,CHESHUNT SOUTH,VIC,Southern
149424,3725,CHESNEY VALE,VIC,Southern
19376,2162,CHESTER HILL,NSW,Eastern
147768,3312,CHETWYND,VIC,Central
145568,3451,CHEWTON,VIC,Southern
145568,3451,CHEWTON BUSHLANDS,VIC,Southern
149208,6328,CHEYNES,WA,Western
176,2420,CHICHESTER,NSW,Eastern
57800,6751,CHICHESTER,WA,Western
149848,6556,CHIDLOW,WA,Western
26460,2622,BRAIDWOOD,NSW,Eastern
6256,870,BRAITLING,NT,Central
147840,5670,BRAMFIELD,SA,Central
216352,6285,BRAMLEY,WA,Western
147716,3630,BRANDITT,VIC,Southern
36356,2852,COPE,NSW,Eastern
148960,3480,COPE COPE,VIC,Southern
149488,2422,COPELAND,NSW,Eastern
151528,2360,COPETON,NSW,Eastern
148388,5308,COPEVILLE,SA,Central
9996,5732,COPLEY,SA,Central
150380,6562,COPLEY,WA,Western
26872,2644,COPPABELLA,NSW,Southern
149836,2795,COPPERHANNIA,NSW,Eastern
57844,7174,COPPING,TAS,Southern
204792,3814,CORA LYNN,VIC,Southern
148960,3480,CORACK,VIC,Southern
148960,3480,CORACK EAST,VIC,Southern
150272,3249,CORAGULAC,VIC,Southern
26872,3691,CORAL BANK,VIC,Southern
148044,6701,CORAL BAY,WA,Western
149488,2443,CORALVILLE,NSW,Eastern
20364,2450,CORAMBA,NSW,Eastern
26460,2622,CORANG,NSW,Eastern
151468,2440,CORANGULA,NSW,Eastern
3060,2705,CORBIE HILL,NSW,Eastern
147708,2526,CORDEAUX,NSW,Eastern
147708,2526,CORDEAUX HEIGHTS,NSW,Eastern
9996,5731,CORDILLO DOWNS,SA,Central
26460,2611,COREE,ACT,Eastern
18728,2710,COREE,NSW,Southern
26872,2646,COREEN,NSW,Southern
17316,3352,CORINDHAP,VIC,Southern
20364,2456,CORINDI BEACH,NSW,Eastern
146012,2871,CORINELLA,NSW,Eastern
150676,3984,CORINELLA,VIC,Southern
12560,7321,CORINNA,TAS,Southern
150380,6426,CORINTHIA,WA,Western
146268,3214,CORIO,VIC,Southern
176,2315,CORLETTE,NSW,Eastern
24752,3311,CORNDALE,VIC,Central
145568,3551,CORNELLA,VIC,Southern
11836,2790,CORNEY TOWN,NSW,Eastern
26872,3683,CORNISHTOWN,VIC,Southern
151512,7215,CORNWALL,TAS,Southern
147652,2756,CORNWALLIS,NSW,Eastern
144388,5575,CORNY POINT,SA,Central
0,2700,COROBIMILLA,NSW,Eastern
31348,5157,COROMANDEL EAST,SA,Central
31348,5051,COROMANDEL VALLEY,SA,Central
150676,3984,CORONET BAY,VIC,Southern
14796,3559,COROP,VIC,Southern
14796,3558,COROP WEST,VIC,Southern
150272,3254,COROROOKE,VIC,Southern
26872,2646,COROWA,NSW,Southern
144368,2325,CORRABARE,NSW,Eastern
146008,6375,CORRIGIN,WA,Western
147708,2518,CORRIMAL,NSW,Eastern
147708,2518,CORRIMAL EAST,NSW,Eastern
11188,3888,CORRINGLE,VIC,Southern
144548,2711,CORRONG,NSW,Southern
23528,2633,CORROWONG,NSW,Eastern
26872,3707,CORRYONG,VIC,Southern
149688,5641,CORTLINYE,SA,Central
150572,2546,CORUNNA,NSW,Eastern
149688,5611,CORUNNA STATION,SA,Central
150272,3249,CORUNNUN,VIC,Southern
147716,3631,COSGROVE,VIC,Southern
147716,3631,COSGROVE SOUTH,VIC,Southern
24856,6440,COSMO NEWBERY,WA,Western
151516,850,COSSACK,NT,Central
57800,6720,COSSACK,WA,Western
6256,872,COSTELLO,NT,Central
147720,3523,COSTERFIELD,VIC,Southern
150524,3101,COTHAM,VIC,Southern
145568,3465,COTSWOLD,VIC,Southern
148168,2084,COTTAGE POINT,NSW,Eastern
150268,6011,COTTESLOE,WA,Western
150268,6911,COTTESLOE,WA,Western
149296,3099,COTTLES BRIDGE,VIC,Southern
144388,5577,COUCH BEACH,SA,Central
147840,5607,COULTA,SA,Central
149372,2630,COUNTEGANY,NSW,Eastern
15076,2653,COURABYRA,NSW,Eastern
18684,2390,COURADDA,NSW,Eastern
15076,2720,COURAGAGO,NSW,Eastern
16816,2571,COURIDJAH,NSW,Eastern
216352,6288,COURTENAY,WA,Western
12560,7330,COUTA ROCKS,TAS,Southern
149836,2795,COW FLAT,NSW,Eastern
4152,3862,COWA,VIC,Southern
0,2652,COWABBIE,NSW,Eastern
149208,6336,COWALELLUP,WA,Western
149848,6503,COWALLA,WA,Western
150456,2081,COWAN,NSW,Eastern
4284,5033,COWANDILLA,SA,Central
0,3506,COWANGIE,VIC,Southern
8820,2330,GARLAND VALLEY,NSW,Eastern
151528,2340,GAROO,NSW,Eastern
29288,2866,GARRA,NSW,Eastern
26460,2605,GARRAN,ACT,Eastern
151528,2345,GARTHOWEN,NSW,Eastern
149480,3265,GARVOC,VIC,Southern
148044,6705,GASCOYNE JUNCTION,WA,Western
148044,6705,GASCOYNE RIVER,WA,Western
148112,2290,GATESHEAD,NSW,Eastern
26872,3691,GATEWAY ISLAND,VIC,Southern
20968,3407,GATUM,VIC,Southern
12560,7315,GAWLER,TAS,Southern
147572,5118,GAWLER,SA,Central
147572,5118,GAWLER BELT,SA,Central
147572,5118,GAWLER EAST,SA,Central
31216,5655,GAWLER RANGES,SA,Central
147572,5118,GAWLER RIVER,SA,Central
147572,5118,GAWLER SOUTH,SA,Central
147572,5118,GAWLER WEST,SA,Central
149700,2036,CHIFLEY,NSW,Eastern
26460,2606,CHIFLEY,ACT,Eastern
57844,7011,CHIGWELL,TAS,Southern
5020,2339,CHILCOTTS CREEK,NSW,Eastern
148996,3824,CHILDERS,VIC,Southern
6256,872,CHILLA WELL,NT,Central
148300,3585,CHILLINGOLLAH,VIC,Southern
31216,5660,CHILPENUNDA,SA,Central
26872,3683,CHILTERN,VIC,Southern
26872,3683,CHILTERN VALLEY,VIC,Southern
144388,5573,CHINAMAN WELLS,SA,Central
148300,3544,CHINANGIN,VIC,Southern
31216,5680,CHINBINGINA,SA,Central
148300,3546,CHINKAPOOK,VIC,Southern
151412,2550,CHINNOCK,NSW,Eastern
147720,3756,CHINTIN,VIC,Southern
149700,2008,CHIPPENDALE,NSW,Eastern
32440,2170,CHIPPING NORTON,NSW,Eastern
2236,3116,CHIRNSIDE PARK,VIC,Southern
145568,3525,CHIRRIP,VIC,Southern
176,2322,CHISHOLM,NSW,Eastern
149992,2905,CHISHOLM,ACT,Eastern
27004,2046,CHISWICK,NSW,Eastern
151400,5211,CHITON,SA,Central
6492,2261,CHITTAWAY BAY,NSW,Eastern
6492,2261,CHITTAWAY POINT,NSW,Eastern
149848,6084,CHITTERING,WA,Western
150272,3260,CHOCOLYN,VIC,Southern
4240,6244,CHOWERUP,WA,Western
145488,5341,CHOWILLA,SA,Central
4284,5164,CHRISTIE DOWNS,SA,Central
4284,5165,CHRISTIES BEACH,SA,Central
4284,5165,CHRISTIES BEACH NORTH,SA,Central
12560,7330,CHRISTMAS HILLS,TAS,Southern
2236,3775,CHRISTMAS HILLS,VIC,Southern
151392,6798,CHRISTMAS ISLAND,WA,Western
12560,7304,CHUDLEIGH,TAS,Southern
151676,1405,CHULLORA,NSW,Eastern
151676,2190,CHULLORA,NSW,Eastern
148024,3777,CHUM CREEK,VIC,Southern
31216,5690,CHUNDARIA,SA,Central
148168,2105,CHURCH POINT,NSW,Eastern
150728,3842,CHURCHILL,VIC,Southern
150676,3925,CHURCHILL ISLAND,VIC,Southern
1824,6018,CHURCHLANDS,WA,Western
145568,3373,CHUTE,VIC,Southern
6256,870,CICCONE,NT,Central
26460,2601,CITY,ACT,Eastern
1824,6015,CITY BEACH,WA,Western
150268,6000,CITY DELIVERY CENTRE,WA,Western
4284,5000,CITY WEST CAMPUS,SA,Central
26460,2608,CIVIC SQUARE,ACT,Eastern
150380,6564,CLACKLINE,WA,Western
9996,5085,ENFIELD,SA,Central
9996,5085,ENFIELD PLAZA,SA,Central
27004,2133,ENFIELD SOUTH,NSW,Eastern
35236,2233,ENGADINE,NSW,Eastern
6256,872,ENGAWALA,NT,Central
20968,3407,ENGLEFIELD,VIC,Southern
16816,2560,ENGLORIE PARK,NSW,Eastern
35236,2042,ENMORE,NSW,Eastern
151528,2350,ENMORE,NSW,Eastern
0,2840,ENNGONIA,NSW,Eastern
150380,6484,ENNUIN,WA,Western
149424,3723,ENOCHS POINT,VIC,Southern
11188,3895,ENSAY,VIC,Southern
11188,3895,ENSAY NORTH,VIC,Southern
